instance.type,instance.value,label.type,label.xml:lang,label.value,comment.type,comment.xml:lang,comment.value,abstract.type,abstract.xml:lang,abstract.value,wikicategories.type,wikicategories.value,DBpediaOntology.type,DBpediaOntology.value
uri,http://dbpedia.org/resource/Cephalotribe,literal,en,Cephalotribe,literal,en,A cephalotribe was a medical instrument used in obstetrics to crush the skull of stillborn fetuses (cephalotripsy). It was used in cases of obstructed labor (dystocia) to aid delivery.,literal,en,A cephalotribe was a medical instrument used in obstetrics to crush the skull of stillborn fetuses (cephalotripsy). It was used in cases of obstructed labor (dystocia) to aid delivery.,literal,http://dbpedia.org/resource/Category:Surgical_instruments,literal,http://dbpedia.org/class/yago/Artifact100021939 | http://dbpedia.org/class/yago/Device103183080 | http://dbpedia.org/class/yago/Instrument103574816 | http://dbpedia.org/class/yago/Instrumentality103575240 | http://dbpedia.org/class/yago/MedicalInstrument103739693 | http://dbpedia.org/class/yago/Object100002684 | http://dbpedia.org/class/yago/PhysicalEntity100001930 | http://dbpedia.org/class/yago/SurgicalInstrument104364545 | http://dbpedia.org/class/yago/Whole100003553 | http://dbpedia.org/class/yago/WikicatSurgicalInstruments
uri,http://dbpedia.org/resource/Medical_image_computing,literal,en,Medical image computing,literal,en,"Medical image computing (MIC) is an interdisciplinary field at the intersection of computer science, information engineering, electrical engineering, physics, mathematics and medicine. This field develops computational and mathematical methods for solving problems pertaining to medical images and their use for biomedical research and clinical care.",literal,en,"Medical image computing (MIC) is an interdisciplinary field at the intersection of computer science, information engineering, electrical engineering, physics, mathematics and medicine. This field develops computational and mathematical methods for solving problems pertaining to medical images and their use for biomedical research and clinical care. The main goal of MIC is to extract clinically relevant information or knowledge from medical images. While closely related to the field of medical imaging, MIC focuses on the computational analysis of the images, not their acquisition. The methods can be grouped into several broad categories: , , , and others.",literal,http://dbpedia.org/resource/Category:Medical_imaging,literal,http://dbpedia.org/ontology/MusicGenre
uri,http://dbpedia.org/resource/Howard_Sochurek,literal,en,Howard Sochurek,literal,en,"Howard Sochurek (27 November 1924 – 25 April 1994), was an American photojournalist.",literal,en,"Howard Sochurek (27 November 1924 – 25 April 1994), was an American photojournalist.",literal,http://dbpedia.org/resource/Category:Medical_imaging,literal,http://dbpedia.org/ontology/Agent | http://dbpedia.org/ontology/Person | http://schema.org/Person | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://www.w3.org/2002/07/owl#Thing | http://www.wikidata.org/entity/Q215627 | http://www.wikidata.org/entity/Q24229398 | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person
uri,http://dbpedia.org/resource/Infusion_set,literal,en,Infusion set,literal,en,"An infusion set is used with devices such as an insulin pump. The purpose of an infusion set is to deliver insulin under the skin, fullfilling a similar function like an intravenous line. It is a complete tubing system to connect an insulin pump to the pump user and as such includes a subcutaneous cannula, adhesive mount, quick-disconnect, and a pump cartridge connector.",literal,en,"An infusion set is used with devices such as an insulin pump. The purpose of an infusion set is to deliver insulin under the skin, fullfilling a similar function like an intravenous line. It is a complete tubing system to connect an insulin pump to the pump user and as such includes a subcutaneous cannula, adhesive mount, quick-disconnect, and a pump cartridge connector. There are several types, styles, and sizes of infusion sets available, varying in cannula length, entry angle and in the length of tube connecting the cannula to the pump. The kind of choice of these options depends on a variety of factors, such as the patient's body fat percentage.",literal,http://dbpedia.org/resource/Category:Diabetes-related_supplies_and_medical_equipment,literal,http://dbpedia.org/class/yago/Abstraction100002137 | http://dbpedia.org/class/yago/Act100030358 | http://dbpedia.org/class/yago/Activity100407535 | http://dbpedia.org/class/yago/Care100654885 | http://dbpedia.org/class/yago/Event100029378 | http://dbpedia.org/class/yago/IndefiniteQuantity113576355 | http://dbpedia.org/class/yago/Measure100033615 | http://dbpedia.org/class/yago/MedicalCare100657604 | http://dbpedia.org/class/yago/PsychologicalFeature100023100 | http://dbpedia.org/class/yago/Supply113777344 | http://dbpedia.org/class/yago/Therapy100661091 | http://dbpedia.org/class/yago/Treatment100658082 | http://dbpedia.org/class/yago/WikicatDiabetes-relatedSuppliesAndMedicalEquipment | http://dbpedia.org/class/yago/WikicatInsulinTherapies | http://dbpedia.org/class/yago/Work100575741 | http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity
uri,http://dbpedia.org/resource/Visual_prosthesis,literal,en,Visual prosthesis,literal,en,"A visual prosthesis, often referred to as a bionic eye, is an experimental visual device intended to restore functional vision in those suffering from partial or total blindness. Many devices have been developed, usually modeled on the cochlear implant or bionic ear devices, a type of neural prosthesis in use since the mid-1980s. The idea of using electrical current (e.g., electrically stimulating the retina or the visual cortex) to provide sight dates back to the 18th century, discussed by Benjamin Franklin, Tiberius Cavallo, and Charles LeRoy.",literal,en,"A visual prosthesis, often referred to as a bionic eye, is an experimental visual device intended to restore functional vision in those suffering from partial or total blindness. Many devices have been developed, usually modeled on the cochlear implant or bionic ear devices, a type of neural prosthesis in use since the mid-1980s. The idea of using electrical current (e.g., electrically stimulating the retina or the visual cortex) to provide sight dates back to the 18th century, discussed by Benjamin Franklin, Tiberius Cavallo, and Charles LeRoy.",literal,http://dbpedia.org/resource/Category:Implants_(medicine) | http://dbpedia.org/resource/Category:Medical_devices | http://dbpedia.org/resource/Category:Neuroprosthetics,literal,http://dbpedia.org/class/yago/Artifact100021939 | http://dbpedia.org/class/yago/Corrective103111899 | http://dbpedia.org/class/yago/Device103183080 | http://dbpedia.org/class/yago/Implant103563710 | http://dbpedia.org/class/yago/Instrumentality103575240 | http://dbpedia.org/class/yago/Object100002684 | http://dbpedia.org/class/yago/PhysicalEntity100001930 | http://dbpedia.org/class/yago/Prosthesis104013729 | http://dbpedia.org/class/yago/Whole100003553 | http://dbpedia.org/class/yago/WikicatImplants
uri,http://dbpedia.org/resource/Photoactivated_localization_microscopy,literal,en,Photoactivated localization microscopy,literal,en,"Photo-activated localization microscopy (PALM or FPALM)and stochastic optical reconstruction microscopy (STORM) are widefield (as opposed to point scanning techniques such as laser scanning confocal microscopy) fluorescence microscopy imaging methods that allow obtaining images with a resolution beyond the diffraction limit. The methods were proposed in 2006 in the wake of a general emergence of optical super-resolution microscopy methods, and were featured as Methods of the Year for 2008 by the Nature Methods journal.The development of PALM as a targeted biophysical imaging method was largely prompted by the discovery of new species and the engineering of mutants of fluorescent proteins displaying a controllable photochromism, such as photo-activatible GFP. However, the concomitant develo",literal,en,"Photo-activated localization microscopy (PALM or FPALM)and stochastic optical reconstruction microscopy (STORM) are widefield (as opposed to point scanning techniques such as laser scanning confocal microscopy) fluorescence microscopy imaging methods that allow obtaining images with a resolution beyond the diffraction limit. The methods were proposed in 2006 in the wake of a general emergence of optical super-resolution microscopy methods, and were featured as Methods of the Year for 2008 by the Nature Methods journal.The development of PALM as a targeted biophysical imaging method was largely prompted by the discovery of new species and the engineering of mutants of fluorescent proteins displaying a controllable photochromism, such as photo-activatible GFP. However, the concomitant development of STORM, sharing the same fundamental principle, originally made use of paired cyanine dyes.One molecule of the pair (called activator), when excited near its absorption maximum, serves to reactivate the other molecule (called reporter) to the fluorescent state. A growing number of dyes are used for PALM, STORM and related techniques, both organic fluorophores and fluorescent proteins. Some are compatible with live cell imaging, others allow faster acquisition or denser labeling. The choice of a particular fluorophore ultimately depends on the application and on its underlying photophysical properties. Both techniques have undergone significant technical developments, in particular allowing multicolor imaging and the extension to three dimensions, with the best current axial resolution of 10 nm in the third dimension obtained using an interferometric approach with two opposing objectives collecting the fluorescence from the sample.",literal,http://dbpedia.org/resource/Category:Medical_imaging,literal,http://dbpedia.org/class/yago/Artifact100021939 | http://dbpedia.org/class/yago/Device103183080 | http://dbpedia.org/class/yago/Instrument103574816 | http://dbpedia.org/class/yago/Instrumentality103575240 | http://dbpedia.org/class/yago/Magnifier103709206 | http://dbpedia.org/class/yago/Microscope103760671 | http://dbpedia.org/class/yago/Object100002684 | http://dbpedia.org/class/yago/PhysicalEntity100001930 | http://dbpedia.org/class/yago/ScientificInstrument104147495 | http://dbpedia.org/class/yago/Whole100003553 | http://dbpedia.org/class/yago/WikicatMicroscopes
uri,http://dbpedia.org/resource/Coronary_stent,literal,en,Coronary stent,literal,en,"A coronary stent is a tube-shaped device placed in the coronary arteries that supply blood to the heart, to keep the arteries open in the treatment of coronary heart disease. It is used in a procedure called percutaneous coronary intervention (PCI). Coronary stents are now used in more than 90% of PCI procedures. Stents reduce angina (chest pain) and have been shown to improve survivability and decrease adverse events in an acute myocardial infarction. Similar stents and procedures are used in non-coronary vessels (e.g., in the legs in peripheral artery disease).",literal,en,"A coronary stent is a tube-shaped device placed in the coronary arteries that supply blood to the heart, to keep the arteries open in the treatment of coronary heart disease. It is used in a procedure called percutaneous coronary intervention (PCI). Coronary stents are now used in more than 90% of PCI procedures. Stents reduce angina (chest pain) and have been shown to improve survivability and decrease adverse events in an acute myocardial infarction. Similar stents and procedures are used in non-coronary vessels (e.g., in the legs in peripheral artery disease).",literal,http://dbpedia.org/resource/Category:Medical_devices,literal,http://dbpedia.org/class/yago/Abstraction100002137 | http://dbpedia.org/class/yago/Act100030358 | http://dbpedia.org/class/yago/Engagement101239064 | http://dbpedia.org/class/yago/Event100029378 | http://dbpedia.org/class/yago/GroupAction101080366 | http://dbpedia.org/class/yago/Intervention101240210 | http://dbpedia.org/class/yago/PsychologicalFeature100023100 | http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity
uri,http://dbpedia.org/resource/Gelofusine,literal,en,Gelofusine,literal,en,"Gelofusine is a volume expander that is used as a blood plasma replacement if a significant amount of blood is lost due to extreme hemorrhaging, trauma, dehydration, or a similar event. Gelofusine is a 4% w/v solution of succinylated gelatine (also known as modified fluid gelatine) used as an intravenous colloid, and behaves much like blood filled with albumins. As a result, it causes an increase in blood volume, blood flow, cardiac output, and oxygen transportation.",literal,en,"Gelofusine is a volume expander that is used as a blood plasma replacement if a significant amount of blood is lost due to extreme hemorrhaging, trauma, dehydration, or a similar event. Gelofusine is a 4% w/v solution of succinylated gelatine (also known as modified fluid gelatine) used as an intravenous colloid, and behaves much like blood filled with albumins. As a result, it causes an increase in blood volume, blood flow, cardiac output, and oxygen transportation.",literal,http://dbpedia.org/resource/Category:Intravenous_fluids,literal,http://dbpedia.org/class/yago/Abstraction100002137 | http://dbpedia.org/class/yago/Fluid114939900 | http://dbpedia.org/class/yago/Matter100020827 | http://dbpedia.org/class/yago/Part113809207 | http://dbpedia.org/class/yago/PhysicalEntity100001930 | http://dbpedia.org/class/yago/Relation100031921 | http://dbpedia.org/class/yago/Substance100019613 | http://dbpedia.org/class/yago/WikicatIntravenousFluids
uri,http://dbpedia.org/resource/Instruments_used_in_general_surgery,literal,en,Instruments used in general surgery,literal,en,"Surgical instruments can vary widely by the field of surgery that they are used in. In general instruments can be divided into five classes by function: 1.  
* Cutting and dissecting instruments: 2.  
* Scalpels, scissors, and saws are the most traditional 3.  
* Elevators can be both cutting and lifting/retracting 4.  
* Although the term dissection is broad energy devices such as diathermy/cautery are often used as more modern alternatives. 5.  
* Grasping or holding instruments: 6.  
* Classically this included forceps and clamps predominantly 7.  
* Roughly forceps can be divided in traumatic (tissue crushing) and atraumatic (tissue preserving, such as Debakey's) 8.  
* Numerous examples are available for different purposes by field 9.  
* Hemostatic instruments: 10.  
* This includes ",literal,en,"Surgical instruments can vary widely by the field of surgery that they are used in. In general instruments can be divided into five classes by function: 1.  
* Cutting and dissecting instruments: 2.  
* Scalpels, scissors, and saws are the most traditional 3.  
* Elevators can be both cutting and lifting/retracting 4.  
* Although the term dissection is broad energy devices such as diathermy/cautery are often used as more modern alternatives. 5.  
* Grasping or holding instruments: 6.  
* Classically this included forceps and clamps predominantly 7.  
* Roughly forceps can be divided in traumatic (tissue crushing) and atraumatic (tissue preserving, such as Debakey's) 8.  
* Numerous examples are available for different purposes by field 9.  
* Hemostatic instruments: 10.  
* This includes instruments utilized for the cessation of bleeding 11.  
* Artery forceps are a classic example in which bleeding is halted by direct clamping of a vessel 12.  
* Sutures are often used, aided by a needle holder 13.  
* Cautery and related instruments are used with increasing frequency in high resource countries 14.  
* Retractors: 15.  
* Surgery is often considered to be largely about exposure 16.  
* A multitude of retractors exist to aid in exposing the bodies cavities accessed during surgery 17.  
* These can broadly be hand held (often by a junior assistant) or self retaining 
* Elevators can be both cutting and lifting/retracting 18.  
* Tissue unifying instruments and materials: 19.  
* This would include instruments that aid in tissue unification (such as needle holders or staple applicators) 20.  
* And the materials themselves Instruments used in surgery are:(This list is incomplete; you can help by expanding it.)
",literal,http://dbpedia.org/resource/Category:Surgical_instruments,literal,http://dbpedia.org/class/yago/Artifact100021939 | http://dbpedia.org/class/yago/Device103183080 | http://dbpedia.org/class/yago/Instrument103574816 | http://dbpedia.org/class/yago/Instrumentality103575240 | http://dbpedia.org/class/yago/MedicalInstrument103739693 | http://dbpedia.org/class/yago/Object100002684 | http://dbpedia.org/class/yago/PhysicalEntity100001930 | http://dbpedia.org/class/yago/SurgicalInstrument104364545 | http://dbpedia.org/class/yago/Whole100003553 | http://dbpedia.org/class/yago/WikicatSurgicalInstruments
uri,http://dbpedia.org/resource/Philips_Intimate_Massager,literal,en,Philips Intimate Massager,literal,en,"The Philips Intimate Massager is a range of electric personal massagers made by Philips which were first introduced to the UK market during 2008. When the line was launched, commentators questioned whether Philips' movement into the sex-toy market was a sign that sex-toys were gaining mainstream acceptance. After only two years, however, the line was discontinued due to ""lack of demand"".",literal,en,"The Philips Intimate Massager is a range of electric personal massagers made by Philips which were first introduced to the UK market during 2008. When the line was launched, commentators questioned whether Philips' movement into the sex-toy market was a sign that sex-toys were gaining mainstream acceptance. After only two years, however, the line was discontinued due to ""lack of demand"".",literal,http://dbpedia.org/resource/Category:Massage_devices,literal,http://dbpedia.org/class/yago/Artifact100021939 | http://dbpedia.org/class/yago/Commodity103076708 | http://dbpedia.org/class/yago/Device103183080 | http://dbpedia.org/class/yago/Instrumentality103575240 | http://dbpedia.org/class/yago/Merchandise103748886 | http://dbpedia.org/class/yago/Object100002684 | http://dbpedia.org/class/yago/PhysicalEntity100001930 | http://dbpedia.org/class/yago/Whole100003553 | http://dbpedia.org/class/yago/WikicatMassageDevices | http://dbpedia.org/class/yago/WikicatPhilipsProducts
uri,http://dbpedia.org/resource/Brain–computer_interface,literal,en,Brain–computer interface,literal,en,"A brain-computer interface (BCI), sometimes called a neural-control interface (NCI), mind-machine interface (MMI), direct neural interface (DNI), or brain-machine interface (BMI), is a direct communication pathway between an enhanced or wired brain and an external device. BCI differs from neuromodulation in that it allows for bidirectional information flow. BCIs are often directed at researching, mapping, assisting, augmenting, or repairing human cognitive or sensory-motor functions.",literal,en,"A brain-computer interface (BCI), sometimes called a neural-control interface (NCI), mind-machine interface (MMI), direct neural interface (DNI), or brain-machine interface (BMI), is a direct communication pathway between an enhanced or wired brain and an external device. BCI differs from neuromodulation in that it allows for bidirectional information flow. BCIs are often directed at researching, mapping, assisting, augmenting, or repairing human cognitive or sensory-motor functions. Research on BCIs began in the 1970s at the University of California, Los Angeles (UCLA) under a grant from the National Science Foundation, followed by a contract from DARPA. The papers published after this research also mark the first appearance of the expression brain–computer interface in scientific literature. Due to the cortical plasticity of the brain, signals from implanted prostheses can, after adaptation, be handled by the brain like natural sensor or effector channels. Following years of animal experimentation, the first neuroprosthetic devices implanted in humans appeared in the mid-1990s. Recently, studies in Human-computer interaction through the application of machine learning with statistical temporal features extracted from the frontal lobe, EEG brainwave data has shown high levels of success in classifying mental states (Relaxed, Neutral, Concentrating), mental emotional states (Negative, Neutral, Positive) and thalamocortical dysrhythmia.",literal,http://dbpedia.org/resource/Category:Implants_(medicine) | http://dbpedia.org/resource/Category:Neuroprosthetics,literal,http://dbpedia.org/class/yago/Ability105616246 | http://dbpedia.org/class/yago/Abstraction100002137 | http://dbpedia.org/class/yago/Act100030358 | http://dbpedia.org/class/yago/Activity100407535 | http://dbpedia.org/class/yago/Cognition100023271 | http://dbpedia.org/class/yago/Event100029378 | http://dbpedia.org/class/yago/Know-how105616786 | http://dbpedia.org/class/yago/Method105660268 | http://dbpedia.org/class/yago/PsychologicalFeature100023100 | http://dbpedia.org/class/yago/Technique105665146 | http://dbpedia.org/class/yago/Undertaking100795720 | http://dbpedia.org/class/yago/WikicatDARPAProjects | http://dbpedia.org/class/yago/WikicatUserInterfaceTechniques | http://dbpedia.org/class/yago/Work100575741 | http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity | http://www.w3.org/2002/07/owl#Thing
uri,http://dbpedia.org/resource/Grommet,literal,en,Grommet,literal,en,"A grommet is a ring or edge strip inserted into a hole through thin material, typically a sheet of textile fabric, sheet metal or composite of carbon fiber, wood or honeycomb. Grommets are generally flared or collared on each side to keep them in place, and are often made of metal, plastic, or rubber. They may be used to prevent tearing or abrasion of the pierced material or protection from abrasion of the insulation on the wire, cable, line being routed through the penetration, and to cover sharp edges of the piercing, or all of the above.",literal,en,"A grommet is a ring or edge strip inserted into a hole through thin material, typically a sheet of textile fabric, sheet metal or composite of carbon fiber, wood or honeycomb. Grommets are generally flared or collared on each side to keep them in place, and are often made of metal, plastic, or rubber. They may be used to prevent tearing or abrasion of the pierced material or protection from abrasion of the insulation on the wire, cable, line being routed through the penetration, and to cover sharp edges of the piercing, or all of the above. A small grommet may also be called an eyelet, used for example on shoes, tarps and sails for lacing purposes. Grommets in electrical applications are referred to as ""insulating bushings"". Most common are molded rubber bushings that are inserted into hole diameters up to 2"" (51 mm). There are many hole configurations from standard round to assorted U-shapes. Larger penetrations that are irregular in shape as well as long straight edges are often fitted with extruded or stamped strips of continuous length, referred to as ""grommet edging"".This type of protective bushings is quite common in applications that range from telecom switches and data center cabinets to complex and dense wire/cable and even hydraulic tubing in aircraft, transportation vehicles and medical equipment.",literal,http://dbpedia.org/resource/Category:Implants_(medicine),literal,http://www.w3.org/2002/07/owl#Thing
uri,http://dbpedia.org/resource/Microchip_implant_(human),literal,en,Microchip implant (human),literal,en,"A human microchip implant is typically an identifying integrated circuit device or RFID transponder encased in silicate glass and implanted in the body of a human being. This type of subdermal implant usually contains a unique ID number that can be linked to information contained in an external database, such as personal identification, law enforcement, medical history, medications, allergies, and contact information.",literal,en,"A human microchip implant is typically an identifying integrated circuit device or RFID transponder encased in silicate glass and implanted in the body of a human being. This type of subdermal implant usually contains a unique ID number that can be linked to information contained in an external database, such as personal identification, law enforcement, medical history, medications, allergies, and contact information.",literal,http://dbpedia.org/resource/Category:Implants_(medicine),literal,http://dbpedia.org/class/yago/Artifact100021939 | http://dbpedia.org/class/yago/Corrective103111899 | http://dbpedia.org/class/yago/Device103183080 | http://dbpedia.org/class/yago/Implant103563710 | http://dbpedia.org/class/yago/Instrumentality103575240 | http://dbpedia.org/class/yago/Object100002684 | http://dbpedia.org/class/yago/PhysicalEntity100001930 | http://dbpedia.org/class/yago/Prosthesis104013729 | http://dbpedia.org/class/yago/Whole100003553 | http://dbpedia.org/class/yago/WikicatImplants
uri,http://dbpedia.org/resource/Pill_splitting,literal,en,Pill splitting,literal,en,"Pill-splitting refers to the practice of splitting a tablet or pill to provide a lower dose of the active ingredient, or to obtain multiple smaller doses, either to reduce cost or because the pills available provide a larger dose than required. Many pills that are suitable for splitting (aspirin tablets for instance) come pre-scored so that they may easily be halved. It is unsafe to split some prescription medications.",literal,en,"Pill-splitting refers to the practice of splitting a tablet or pill to provide a lower dose of the active ingredient, or to obtain multiple smaller doses, either to reduce cost or because the pills available provide a larger dose than required. Many pills that are suitable for splitting (aspirin tablets for instance) come pre-scored so that they may easily be halved. It is unsafe to split some prescription medications.",literal,http://dbpedia.org/resource/Category:Drug_delivery_devices,literal,http://dbpedia.org/class/yago/Artifact100021939 | http://dbpedia.org/class/yago/Device103183080 | http://dbpedia.org/class/yago/Instrumentality103575240 | http://dbpedia.org/class/yago/Object100002684 | http://dbpedia.org/class/yago/PhysicalEntity100001930 | http://dbpedia.org/class/yago/Whole100003553 | http://dbpedia.org/class/yago/WikicatDrugDeliveryDevices
uri,http://dbpedia.org/resource/American_Society_for_Artificial_Internal_Organs,literal,en,American Society for Artificial Internal Organs,literal,en,"American Society for Artificial Internal Organs (ASAIO) is an organization of individuals and groups that are interested in artificial internal organs and their development. It supports research into artificial internal organs and holds an annual meeting, which attracts industry, researchers and government officials. ASAIO's most heavily represented areas are nephrology, cardiopulmonary devices (artificial hearts, heart-lung machines) and biomaterials. It publishes a peer-reviewed publication, the ASAIO Journal, 10 times a year.",literal,en,"American Society for Artificial Internal Organs (ASAIO) is an organization of individuals and groups that are interested in artificial internal organs and their development. It supports research into artificial internal organs and holds an annual meeting, which attracts industry, researchers and government officials. ASAIO's most heavily represented areas are nephrology, cardiopulmonary devices (artificial hearts, heart-lung machines) and biomaterials. It publishes a peer-reviewed publication, the ASAIO Journal, 10 times a year.",literal,http://dbpedia.org/resource/Category:Implants_(medicine),literal,http://dbpedia.org/class/yago/Abstraction100002137 | http://dbpedia.org/class/yago/Association108049401 | http://dbpedia.org/class/yago/Group100031264 | http://dbpedia.org/class/yago/Organization108008335 | http://dbpedia.org/class/yago/SocialGroup107950920 | http://dbpedia.org/class/yago/WikicatMedicalAssociationsBasedInTheUnitedStates | http://dbpedia.org/class/yago/YagoLegalActor | http://dbpedia.org/class/yago/YagoLegalActorGeo | http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity | http://www.w3.org/2002/07/owl#Thing
uri,http://dbpedia.org/resource/Nomegestrol_acetate,literal,en,Nomegestrol acetate,literal,en,"Nomegestrol acetate (NOMAC), sold under the brand names Lutenyl and Zoely among others, is a progestin medication which is used in birth control pills, menopausal hormone therapy, and for the treatment of gynecological disorders. It is available both alone and in combination with an estrogen. NOMAC is taken by mouth. A birth control implant for placement under the skin was also developed but ultimately was not marketed.",literal,en,"Nomegestrol acetate (NOMAC), sold under the brand names Lutenyl and Zoely among others, is a progestin medication which is used in birth control pills, menopausal hormone therapy, and for the treatment of gynecological disorders. It is available both alone and in combination with an estrogen. NOMAC is taken by mouth. A birth control implant for placement under the skin was also developed but ultimately was not marketed. Side effects of NOMAC include menstrual irregularities, headaches, nausea, breast tenderness, and others. NOMAC is a progestin, or a synthetic progestogen, and hence is an agonist of the progesterone receptor, the biological target of progestogens like progesterone. It has some antiandrogenic activity and no other important hormonal activity. Nomegestrol, a related compound, was patented in 1975, and NOMAC was described in 1983. NOMAC was first introduced for medical use, for the treatment of gynecological disorders and in menopausal hormone therapy, in Europe in 1986. It was subsequently approved in Europe in 2011 as a component of birth control pills. NOMAC is available widely throughout the world. It is not available in the United States or Canada.",literal,http://dbpedia.org/resource/Category:Implants_(medicine),literal,http://dbpedia.org/class/yago/Abstraction100002137 | http://dbpedia.org/class/yago/BodySubstance105263850 | http://dbpedia.org/class/yago/Chemical114806838 | http://dbpedia.org/class/yago/Compound114818238 | http://dbpedia.org/class/yago/Hormone105407119 | http://dbpedia.org/class/yago/LiquidBodySubstance105397468 | http://dbpedia.org/class/yago/Material114580897 | http://dbpedia.org/class/yago/Matter100020827 | http://dbpedia.org/class/yago/OrganicCompound114727670 | http://dbpedia.org/class/yago/Part113809207 | http://dbpedia.org/class/yago/PhysicalEntity100001930 | http://dbpedia.org/class/yago/Progestin114747338 | http://dbpedia.org/class/yago/Relation100031921 | http://dbpedia.org/class/yago/Secretion105404728 | http://dbpedia.org/class/yago/Steroid115057744 | http://dbpedia.org/class/yago/SteroidHormone114745635 | http://dbpedia.org/class/yago/Substance100019613 | http://dbpedia.org/class/yago/WikicatProgestogens | http://dbpedia.org/class/yago/WikicatSteroids | http://dbpedia.org/ontology/ChemicalSubstance | http://dbpedia.org/ontology/Drug | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#ChemicalObject | http://www.w3.org/2002/07/owl#Thing | http://www.wikidata.org/entity/Q8386
uri,http://dbpedia.org/resource/FitzHugh–Nagumo_model,literal,en,FitzHugh–Nagumo model,literal,en,"The FitzHugh–Nagumo model (FHN), named after  (1922–2007) who suggested the system in 1961 and J. Nagumo et al. who created the equivalent circuit the following year, describes a prototype of an excitable system (e.g., a neuron). The FHN Model is an example of a relaxation oscillator because, if the external stimulus  exceeds a certain threshold value, the system will exhibit a characteristic excursion in phase space, before the variables  and  relax back to their rest values. The equations for this dynamical system read",literal,en,"The FitzHugh–Nagumo model (FHN), named after  (1922–2007) who suggested the system in 1961 and J. Nagumo et al. who created the equivalent circuit the following year, describes a prototype of an excitable system (e.g., a neuron). The FHN Model is an example of a relaxation oscillator because, if the external stimulus  exceeds a certain threshold value, the system will exhibit a characteristic excursion in phase space, before the variables  and  relax back to their rest values. This behaviour is typical for spike generations (a short, nonlinear elevation of membrane voltage , diminished over time by a slower, linear recovery variable ) in a neuron after stimulation by an external input current. The equations for this dynamical system read The dynamics of this system can be nicely described by zapping between the left and right branch of the cubic nullcline. The FitzHugh–Nagumo model is a simplified version of the Hodgkin–Huxley model which models in a detailed manner activation and deactivation dynamics of a spiking neuron. In the original papers of FitzHugh, this model was called Bonhoeffer–van der Pol oscillator (named after Karl-Friedrich Bonhoeffer and Balthasar van der Pol) because it contains the van der Pol oscillator as a special case for . The equivalent circuit was suggested by Jin-ichi Nagumo, Suguru Arimoto, and Shuji Yoshizawa.",literal,http://dbpedia.org/resource/Category:Electrophysiology,literal,http://dbpedia.org/class/yago/Abstraction100002137 | http://dbpedia.org/class/yago/Attribute100024264 | http://dbpedia.org/class/yago/DynamicalSystem106246361 | http://dbpedia.org/class/yago/Group100031264 | http://dbpedia.org/class/yago/NonlinearSystem108435246 | http://dbpedia.org/class/yago/PhaseSpace100029114 | http://dbpedia.org/class/yago/Space100028651 | http://dbpedia.org/class/yago/System108435388 | http://dbpedia.org/class/yago/WikicatDynamicalSystems | http://dbpedia.org/class/yago/WikicatNonlinearSystems
uri,http://dbpedia.org/resource/Whelan_v._Jaslow,literal,en,Whelan v. Jaslow,literal,en,"Whelan Assocs., Inc. v. Jaslow Dental Laboratory, Inc. (3rd Cir. 1986) was a landmark case in defining principles that applied to copyright of computer software in the United States, extending beyond literal copying of the text to copying the more abstract structure, sequence and organization.The decision initiated a six-year period (until Computer Associates Int. Inc. v. Altai Inc.) of excessive copyright protection, suppressing innovation.",literal,en,"Whelan Assocs., Inc. v. Jaslow Dental Laboratory, Inc. (3rd Cir. 1986) was a landmark case in defining principles that applied to copyright of computer software in the United States, extending beyond literal copying of the text to copying the more abstract structure, sequence and organization.The decision initiated a six-year period (until Computer Associates Int. Inc. v. Altai Inc.) of excessive copyright protection, suppressing innovation.",literal,http://dbpedia.org/resource/Category:Dental_software,literal,http://dbpedia.org/class/yago/Abstraction100002137 | http://dbpedia.org/class/yago/Case107308889 | http://dbpedia.org/class/yago/Event100029378 | http://dbpedia.org/class/yago/Happening107283608 | http://dbpedia.org/class/yago/PsychologicalFeature100023100 | http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity
