instance.type,instance.value,label.type,label.xml:lang,label.value,comment.type,comment.xml:lang,comment.value,abstract.type,abstract.xml:lang,abstract.value,wikicategories.type,wikicategories.value,DBpediaOntology.type,DBpediaOntology.value
uri,http://dbpedia.org/resource/Thin-film_drug_delivery,literal,en,Thin-film drug delivery,literal,en,"Thin-film drug delivery uses a dissolving film or oral drug strip to administer drugs via absorption in the mouth (buccally or sublingually) and/or via the small intestines (enterically). A film is prepared using hydrophilic polymers that rapidly dissolves on the tongue or buccal cavity, delivering the drug to the systemic circulation via dissolution when contact with liquid is made. Prolific inventors in thin film drug delivery include Richard Fuisz, Joseph Fuisz, Garry Myers and Robert Yang. This group has contributed over thirty patents in this field.",literal,en,"Thin-film drug delivery uses a dissolving film or oral drug strip to administer drugs via absorption in the mouth (buccally or sublingually) and/or via the small intestines (enterically). A film is prepared using hydrophilic polymers that rapidly dissolves on the tongue or buccal cavity, delivering the drug to the systemic circulation via dissolution when contact with liquid is made. Prolific inventors in thin film drug delivery include Richard Fuisz, Joseph Fuisz, Garry Myers and Robert Yang. This group has contributed over thirty patents in this field. Thin-film drug delivery has emerged as an advanced alternative to the traditional tablets, capsules and liquids often associated with prescription and OTC medications. Similar in size, shape and thickness to a postage stamp, thin-film strips are typically designed for oral administration, with the user placing the strip on or under the tongue (sublingual) or along the inside of the cheek (buccal). These drug delivery options allow the medication to bypass the first pass metabolism thereby making the medication more bioavailable. As the strip dissolves, the drug can enter the blood stream enterically, buccally or sublingually. Evaluating the systemic transmucosal drug delivery, the buccal mucosa is the preferred region as compared to the sublingual mucosa. Different buccal delivery products have been marketed or are proposed for certain diseases like trigeminal neuralgia, Meniere's disease, diabetes, and addiction. There are many commercial non-drug product to use thin films like Mr. Mint and Listerine PocketPaks breath freshening strips. Since then, thin-film products for other breath fresheners, as well as a number of cold, flu, anti-snoring and gastrointestinal medications, have entered the marketplace. There are currently several projects in development that will deliver prescription drugs using the thin-film dosage form. Formulation of oral drug strips involves the application of both aesthetic and performance characteristics such as strip-forming polymers, plasticizers, active pharmaceutical ingredient, sweetening agents, saliva stimulating agent, flavoring agents, coloring agents, stabilizing and thickening agents. From the regulatory perspectives, all excipients used in the formulation of oral drug strips should be approved for use in oral pharmaceutical dosage forms.",literal,http://dbpedia.org/resource/Category:Drug_delivery_devices,literal,http://dbpedia.org/class/yago/Abstraction100002137|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Creation103129123|http://dbpedia.org/class/yago/Device103183080|http://dbpedia.org/class/yago/Event100029378|http://dbpedia.org/class/yago/Instrumentality103575240|http://dbpedia.org/class/yago/Movie106613686|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/Product104007894|http://dbpedia.org/class/yago/PsychologicalFeature100023100|http://dbpedia.org/class/yago/Show106619065|http://dbpedia.org/class/yago/SocialEvent107288639|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/WikicatDrugDeliveryDevices|http://dbpedia.org/class/yago/WikicatThinFilms|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity
uri,http://dbpedia.org/resource/Orally_disintegrating_tablet,literal,en,Orally disintegrating tablet,literal,en,"An orally disintegrating tablet or orally dissolving tablet (ODT) is a drug dosage form available for a limited range of over-the-counter (OTC) and prescription medications. ODTs differ from traditional tablets in that they are designed to be dissolved on the tongue rather than swallowed whole. The ODT serves as an alternative dosage form for patients who experience dysphagia (difficulty in swallowing) or for where compliance is a known issue and therefore an easier dosage form to take ensures that medication is taken. Common among all age groups, dysphagia is observed in about 35% of the general population, as well as up to 60% of the elderly institutionalized population  and 18-22% of all patients in long-term care facilities ODTs may have a faster onset of effect than tablets or capsule",literal,en,"An orally disintegrating tablet or orally dissolving tablet (ODT) is a drug dosage form available for a limited range of over-the-counter (OTC) and prescription medications. ODTs differ from traditional tablets in that they are designed to be dissolved on the tongue rather than swallowed whole. The ODT serves as an alternative dosage form for patients who experience dysphagia (difficulty in swallowing) or for where compliance is a known issue and therefore an easier dosage form to take ensures that medication is taken. Common among all age groups, dysphagia is observed in about 35% of the general population, as well as up to 60% of the elderly institutionalized population  and 18-22% of all patients in long-term care facilities ODTs may have a faster onset of effect than tablets or capsules, and have the convenience of a tablet that can be taken without water. During the last decade, ODTs have become available in a variety of therapeutic markets, both OTC and by prescription.",literal,http://dbpedia.org/resource/Category:Drug_delivery_devices,literal,http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Device103183080|http://dbpedia.org/class/yago/Instrumentality103575240|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/WikicatDrugDeliveryDevices
uri,http://dbpedia.org/resource/Ocular_prosthesis,literal,en,Ocular prosthesis,literal,en,"An ocular prosthesis, artificial eye or glass eye is a type of craniofacial prosthesis that replaces an absent natural eye following an enucleation, evisceration, or orbital exenteration. The prosthesis fits over an orbital implant and under the eyelids. Though often referred to as a glass eye, the ocular prosthesis roughly takes the shape of a convex shell and is made of medical grade plastic acrylic. A few ocular prostheses today are made of cryolite glass. A variant of the ocular prosthesis is a very thin hard shell known as a scleral shell which can be worn over a damaged or eviscerated eye. Makers of ocular prosthetics are known as ocularists. An ocular prosthesis does not provide vision; this would be a visual prosthesis. Someone with an ocular prosthesis is altogether blind on the a",literal,en,"An ocular prosthesis, artificial eye or glass eye is a type of craniofacial prosthesis that replaces an absent natural eye following an enucleation, evisceration, or orbital exenteration. The prosthesis fits over an orbital implant and under the eyelids. Though often referred to as a glass eye, the ocular prosthesis roughly takes the shape of a convex shell and is made of medical grade plastic acrylic. A few ocular prostheses today are made of cryolite glass. A variant of the ocular prosthesis is a very thin hard shell known as a scleral shell which can be worn over a damaged or eviscerated eye. Makers of ocular prosthetics are known as ocularists. An ocular prosthesis does not provide vision; this would be a visual prosthesis. Someone with an ocular prosthesis is altogether blind on the affected side and has monocular (one sided) vision.",literal,http://dbpedia.org/resource/Category:Implants_(medicine),literal,http://www.w3.org/2002/07/owl#Thing
uri,http://dbpedia.org/resource/Bioceramic,literal,en,Bioceramic,literal,en,"Bioceramics and bioglasses are ceramic materials that are biocompatible. Bioceramics are an important subset of biomaterials. Bioceramics range in biocompatibility from the ceramic oxides, which are inert in the body, to the other extreme of resorbable materials, which are eventually replaced by the body after they have assisted repair. Bioceramics are used in many types of medical procedures. Bioceramics are typically used as rigid materials in surgical implants, though some bioceramics are flexible. The ceramic materials used are not the same as porcelain type ceramic materials. Rather, bioceramics are closely related to either the body's own materials or are extremely durable metal oxides.",literal,en,"Bioceramics and bioglasses are ceramic materials that are biocompatible. Bioceramics are an important subset of biomaterials. Bioceramics range in biocompatibility from the ceramic oxides, which are inert in the body, to the other extreme of resorbable materials, which are eventually replaced by the body after they have assisted repair. Bioceramics are used in many types of medical procedures. Bioceramics are typically used as rigid materials in surgical implants, though some bioceramics are flexible. The ceramic materials used are not the same as porcelain type ceramic materials. Rather, bioceramics are closely related to either the body's own materials or are extremely durable metal oxides.",literal,http://dbpedia.org/resource/Category:Biomaterials|http://dbpedia.org/resource/Category:Implants_(medicine),literal,http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Corrective103111899|http://dbpedia.org/class/yago/Device103183080|http://dbpedia.org/class/yago/Implant103563710|http://dbpedia.org/class/yago/Instrumentality103575240|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/Prosthesis104013729|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/WikicatImplants
uri,http://dbpedia.org/resource/Autologous_cultured_chondrocytes_on_porcine_collagen_membrane,literal,en,Autologous cultured chondrocytes on porcine collagen membrane,literal,en,"Autologous cultured chondrocytes on porcine collagen membrane (Maci) is a  treatment to correct cartilage defects in the knee. It is used to treat symptomatic, full-thickness cartilage defects of the knee with or without bone involvement. Autologous cultured chondrocytes on porcine collagen membrane is an autologous cellularized scaffold product. This treatment is approved by the US Food and Drug Administration (FDA). It is only administered to adults. Healthy cartilage is removed from the person's own knees and a 'scaffold' is created on which the healthy tissue growths. This is an autologous matrix-induced chondrogenesis procedure which prevents tissue rejection complications since the transplanted cartilage comes from the same person.",literal,en,"Autologous cultured chondrocytes on porcine collagen membrane (Maci) is a  treatment to correct cartilage defects in the knee. It is used to treat symptomatic, full-thickness cartilage defects of the knee with or without bone involvement. Autologous cultured chondrocytes on porcine collagen membrane is an autologous cellularized scaffold product. This treatment is approved by the US Food and Drug Administration (FDA). It is only administered to adults. Healthy cartilage is removed from the person's own knees and a 'scaffold' is created on which the healthy tissue growths. This is an autologous matrix-induced chondrogenesis procedure which prevents tissue rejection complications since the transplanted cartilage comes from the same person. Autologous cultured chondrocytes on porcine collagen membrane was approved for use in the United States in May 2019.",literal,http://dbpedia.org/resource/Category:Implants_(medicine),literal,http://dbpedia.org/ontology/ChemicalSubstance|http://dbpedia.org/ontology/Drug|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#ChemicalObject|http://www.w3.org/2002/07/owl#Thing|http://www.wikidata.org/entity/Q8386
uri,http://dbpedia.org/resource/History_of_dental_treatments,literal,en,History of dental treatments,literal,en,"The history of dental treatments dates back to thousands of years. The scope of this article is limited to the pre-1981 history. Regarding implants, one of the milestone progress is osseointegration which was termed in 1981 by Tomas Albrektsson.",literal,en,"The history of dental treatments dates back to thousands of years. The scope of this article is limited to the pre-1981 history. Regarding implants, one of the milestone progress is osseointegration which was termed in 1981 by Tomas Albrektsson.",literal,http://dbpedia.org/resource/Category:Implants_(medicine),literal,http://www.w3.org/2002/07/owl#Thing
uri,http://dbpedia.org/resource/Keratoprosthesis,literal,en,Keratoprosthesis,literal,en,"Keratoprosthesis is a surgical procedure where a diseased cornea is replaced with an artificial cornea. Traditionally, keratoprosthesis is recommended after a person has had a failure of one or more donor corneal transplants. More recently, a less invasive, non-penetrating artificial cornea has been developed which can be used in more routine cases of corneal blindness. While conventional cornea transplant uses donor tissue for transplant, an artificial cornea is used in the Keratoprosthesis procedure. The surgery is performed to restore vision in patients suffering from severely damaged cornea due to congenital birth defects, infections, injuries and burns.",literal,en,"Keratoprosthesis is a surgical procedure where a diseased cornea is replaced with an artificial cornea. Traditionally, keratoprosthesis is recommended after a person has had a failure of one or more donor corneal transplants. More recently, a less invasive, non-penetrating artificial cornea has been developed which can be used in more routine cases of corneal blindness. While conventional cornea transplant uses donor tissue for transplant, an artificial cornea is used in the Keratoprosthesis procedure. The surgery is performed to restore vision in patients suffering from severely damaged cornea due to congenital birth defects, infections, injuries and burns. Keratoprotheses are made of clear plastic with excellent tissue tolerance and optical properties. They vary in design, size and even the implantation techniques may differ across different treatment centers. The procedure is done by ophthalmologists, often on an outpatient basis. The idea of artificial cornea was first proposed in 1789 by French ophthalmologist Guillaume Pellier de Quengsy.",literal,http://dbpedia.org/resource/Category:Implants_(medicine),literal,http://www.w3.org/2002/07/owl#Thing
uri,http://dbpedia.org/resource/OrCam_device,literal,en,OrCam device,literal,en,"OrCam devices such as OrCam MyEye are portable, artificial vision devices that allow visually impaired people to understand text and identify objects through audio feedback, describing what they are unable to see. Reuters described an important part of how it works as ""a wireless smartcamera"" which, when attached outside eyeglass frames, can read and verbalize text, and also supermarket barcodes. This information is converted to spoken words and entered ""into the user’s ear."" Face-recognition is also part of OrCam's feature set.",literal,en,"OrCam devices such as OrCam MyEye are portable, artificial vision devices that allow visually impaired people to understand text and identify objects through audio feedback, describing what they are unable to see. Reuters described an important part of how it works as ""a wireless smartcamera"" which, when attached outside eyeglass frames, can read and verbalize text, and also supermarket barcodes. This information is converted to spoken words and entered ""into the user’s ear."" Face-recognition is also part of OrCam's feature set.",literal,http://dbpedia.org/resource/Category:Medical_device_manufacturers,literal,http://dbpedia.org/ontology/Agent|http://dbpedia.org/ontology/Company|http://dbpedia.org/ontology/Organisation|http://schema.org/Organization|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#SocialPerson|http://www.w3.org/2002/07/owl#Thing|http://www.wikidata.org/entity/Q24229398|http://www.wikidata.org/entity/Q43229|http://www.wikidata.org/entity/Q4830453
uri,http://dbpedia.org/resource/PSivida,literal,en,PSivida,literal,en,"EyePoint Pharmaceuticals, Inc. (formerly pSivida Corp.) pSivida is a Watertown, Massachusetts company specialising in the application of microelectromechanical systems (MEMS) and nanotechnology to drug delivery. pSivida obtained porous silicon technology from the British government Defence Evaluation and Research Agency (DERA, now QinetiQ). QinetiQ continues to be a strategic partner..In April 2018, pSivida purchased eye products firm Icon Bioscience.",literal,en,"EyePoint Pharmaceuticals, Inc. (formerly pSivida Corp.) pSivida is a Watertown, Massachusetts company specialising in the application of microelectromechanical systems (MEMS) and nanotechnology to drug delivery. pSivida obtained porous silicon technology from the British government Defence Evaluation and Research Agency (DERA, now QinetiQ). QinetiQ continues to be a strategic partner..In April 2018, pSivida purchased eye products firm Icon Bioscience.",literal,http://dbpedia.org/resource/Category:Drug_delivery_devices,literal,http://dbpedia.org/class/yago/Abstraction100002137|http://dbpedia.org/class/yago/Company108058098|http://dbpedia.org/class/yago/Group100031264|http://dbpedia.org/class/yago/Institution108053576|http://dbpedia.org/class/yago/Organization108008335|http://dbpedia.org/class/yago/SocialGroup107950920|http://dbpedia.org/class/yago/WikicatNanotechnologyCompanies|http://dbpedia.org/class/yago/WikicatNanotechnologyInstitutions|http://dbpedia.org/class/yago/YagoLegalActor|http://dbpedia.org/class/yago/YagoLegalActorGeo|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity|http://dbpedia.org/ontology/Agent|http://dbpedia.org/ontology/Company|http://dbpedia.org/ontology/Organisation|http://schema.org/Organization|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#SocialPerson|http://www.w3.org/2002/07/owl#Thing|http://www.wikidata.org/entity/Q24229398|http://www.wikidata.org/entity/Q43229|http://www.wikidata.org/entity/Q4830453
uri,http://dbpedia.org/resource/Responsive_neurostimulation_device,literal,en,Responsive neurostimulation device,literal,en,"Responsive neurostimulation device or RNS system is a neurostimulation system designed to prevent epileptic seizures. The RNS device is implanted while connected to leads that are placed in up to two areas where seizures begin. The device monitors brain activity in order to detect abnormal patterns, and in response delivers electrical pulses in an attempt to prevent seizures. The RNS System was approved by the US FDA in 2013 to treat adults with partial onset seizures that are not controlled by medications. As of March 2017 over 1,000 patients have been implanted with the RNS System.",literal,en,"Responsive neurostimulation device or RNS system is a neurostimulation system designed to prevent epileptic seizures. The RNS device is implanted while connected to leads that are placed in up to two areas where seizures begin. The device monitors brain activity in order to detect abnormal patterns, and in response delivers electrical pulses in an attempt to prevent seizures. The RNS System was approved by the US FDA in 2013 to treat adults with partial onset seizures that are not controlled by medications. As of March 2017 over 1,000 patients have been implanted with the RNS System.",literal,http://dbpedia.org/resource/Category:Implants_(medicine)|http://dbpedia.org/resource/Category:Neuroprosthetics,literal,http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Device103183080|http://dbpedia.org/class/yago/Instrumentality103575240|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/WikicatDevicesToAlterConsciousness
uri,http://dbpedia.org/resource/The_Cooper_Companies,literal,en,The Cooper Companies,literal,en,"The Cooper Companies, Inc., branded as CooperCompanies, is a global medical device company, publicly traded on the NYSE (NYSE:COO). With its headquarters in San Ramon, California, it has a workforce of more than 12,000 employees and consists of two business units, CooperVision (CVI) which manufactures contact lenses, and CooperSurgical (CSI) which manufactures medical devices and fertility and genomic products for the women’s health care market.",literal,en,"The Cooper Companies, Inc., branded as CooperCompanies, is a global medical device company, publicly traded on the NYSE (NYSE:COO). With its headquarters in San Ramon, California, it has a workforce of more than 12,000 employees and consists of two business units, CooperVision (CVI) which manufactures contact lenses, and CooperSurgical (CSI) which manufactures medical devices and fertility and genomic products for the women’s health care market.",literal,http://dbpedia.org/resource/Category:Medical_device_manufacturers,literal,"http://dbpedia.org/class/yago/Abstraction100002137|http://dbpedia.org/class/yago/Business108061042|http://dbpedia.org/class/yago/Company108058098|http://dbpedia.org/class/yago/Enterprise108056231|http://dbpedia.org/class/yago/Group100031264|http://dbpedia.org/class/yago/Institution108053576|http://dbpedia.org/class/yago/Manufacturer108060446|http://dbpedia.org/class/yago/Organization108008335|http://dbpedia.org/class/yago/SocialGroup107950920|http://dbpedia.org/class/yago/WikicatCompaniesBasedInCalifornia|http://dbpedia.org/class/yago/WikicatCompaniesBasedInPleasanton,California|http://dbpedia.org/class/yago/WikicatCompaniesListedOnTheNewYorkStockExchange|http://dbpedia.org/class/yago/WikicatHealthCareCompanies|http://dbpedia.org/class/yago/WikicatMedicalEquipmentManufacturers|http://dbpedia.org/class/yago/YagoLegalActor|http://dbpedia.org/class/yago/YagoLegalActorGeo|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity|http://dbpedia.org/ontology/Agent|http://dbpedia.org/ontology/Company|http://dbpedia.org/ontology/Organisation|http://schema.org/Organization|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#SocialPerson|http://www.w3.org/2002/07/owl#Thing|http://www.wikidata.org/entity/Q24229398|http://www.wikidata.org/entity/Q43229|http://www.wikidata.org/entity/Q4830453"
uri,http://dbpedia.org/resource/Adjustable_gastric_band,literal,en,Adjustable gastric band,literal,en,"A laparoscopic adjustable gastric band, commonly called a lap-band, A band, or LAGB, is an inflatable silicone device placed around the top portion of the stomach to treat obesity, intended to decrease food consumption. Adjustable gastric band surgery is an example of bariatric surgery designed for obese patients with a body mass index (BMI) of 40 or greater—or between 35 and 40 in cases of patients with certain comorbidities that are known to improve with weight loss, such as sleep apnea, diabetes, osteoarthritis, GERD, hypertension (high blood pressure), or metabolic syndrome, among others.",literal,en,"A laparoscopic adjustable gastric band, commonly called a lap-band, A band, or LAGB, is an inflatable silicone device placed around the top portion of the stomach to treat obesity, intended to decrease food consumption. Adjustable gastric band surgery is an example of bariatric surgery designed for obese patients with a body mass index (BMI) of 40 or greater—or between 35 and 40 in cases of patients with certain comorbidities that are known to improve with weight loss, such as sleep apnea, diabetes, osteoarthritis, GERD, hypertension (high blood pressure), or metabolic syndrome, among others. In February 2011, the United States Food and Drug Administration (FDA) expanded approval of adjustable gastric bands to patients with a BMI between 30 and 40 and one weight-related medical condition, such as diabetes or high blood pressure. However, an adjustable gastric band may be used only after other methods such as diet and exercise have been tried.",literal,http://dbpedia.org/resource/Category:Implants_(medicine),literal,http://dbpedia.org/class/yago/Abstraction100002137|http://dbpedia.org/class/yago/Act100030358|http://dbpedia.org/class/yago/Activity100407535|http://dbpedia.org/class/yago/Attribute100024264|http://dbpedia.org/class/yago/Condition113920835|http://dbpedia.org/class/yago/Disorder114052403|http://dbpedia.org/class/yago/Engagement101239064|http://dbpedia.org/class/yago/Event100029378|http://dbpedia.org/class/yago/GroupAction101080366|http://dbpedia.org/class/yago/Intervention101240210|http://dbpedia.org/class/yago/MedicalProcedure101024392|http://dbpedia.org/class/yago/MetabolicDisorder114084502|http://dbpedia.org/class/yago/Operation100671351|http://dbpedia.org/class/yago/PhysicalCondition114034177|http://dbpedia.org/class/yago/Procedure101023820|http://dbpedia.org/class/yago/PsychologicalFeature100023100|http://dbpedia.org/class/yago/State100024720|http://dbpedia.org/class/yago/WikicatMetabolicDisorders|http://dbpedia.org/class/yago/WikicatSurgicalProcedures|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity
uri,http://dbpedia.org/resource/SynCardia_Systems,literal,en,SynCardia Systems,literal,en,"SynCardia Systems, LLC, headquartered in Tucson, Arizona, was founded in 2001 and is the sole manufacturer and provider of the world's only clinically proven and commercially approved Total Artificial Heart. The SynCardia temporary Total Artificial Heart (TAH) has been in clinical use for more than 35 years. In 2004, the FDA approved the SynCardia TAH (formerly known as the ""CardioWest temporary Total Artificial Heart”) as a bridge to donor heart transplant in cardiac transplant-eligible candidates at risk of imminent death from end-stage biventricular failure.",literal,en,"SynCardia Systems, LLC, headquartered in Tucson, Arizona, was founded in 2001 and is the sole manufacturer and provider of the world's only clinically proven and commercially approved Total Artificial Heart. The SynCardia temporary Total Artificial Heart (TAH) has been in clinical use for more than 35 years. In 2004, the FDA approved the SynCardia TAH (formerly known as the ""CardioWest temporary Total Artificial Heart”) as a bridge to donor heart transplant in cardiac transplant-eligible candidates at risk of imminent death from end-stage biventricular failure. SynCardia's products include the original 70cc TAH; the newer, smaller 50cc TAH, designed to fit patients of smaller stature, including more women and adolescents; the Companion 2 (C2) Hospital Driver, which provides pneumatic power to the TAH from implant through patient recovery in the hospital; and the Freedom Portable Driver, a smaller, portable pneumatic pump for the TAH that allows stable patients who meet discharge criteria to enjoy life at home while they wait for a matching donor heart. In addition to its approval as a bridge to transplant in the U.S., Canada and Europe, the 70cc TAH is currently undergoing an FDA clinical trial in the U.S. for use as destination therapy in adult patients who are not eligible for transplant. The smaller 50cc TAH is currently approved for use in Europe and Canada and is undergoing an FDA clinical trial in the U.S. as a bridge to transplant for both pediatric and adult patients. In September 2016, SynCardia was acquired by Versa Capital Management, LLC, a Philadelphia-based private equity investment firm which has provided financial and operational resources. A documentary about the SynCardia TAH was released in 2016. A January 2019 report in Europe stated that ""there is only one fully artificial heart currently in the market, developed by US-based SynCardia"". Also in January, Don Webber was named CEO of SynCardia.",literal,http://dbpedia.org/resource/Category:Implants_(medicine)|http://dbpedia.org/resource/Category:Prosthetic_manufacturers,literal,http://dbpedia.org/class/yago/Abstraction100002137|http://dbpedia.org/class/yago/Business108061042|http://dbpedia.org/class/yago/Company108058098|http://dbpedia.org/class/yago/Enterprise108056231|http://dbpedia.org/class/yago/Group100031264|http://dbpedia.org/class/yago/Institution108053576|http://dbpedia.org/class/yago/Manufacturer108060446|http://dbpedia.org/class/yago/Organization108008335|http://dbpedia.org/class/yago/SocialGroup107950920|http://dbpedia.org/class/yago/WikicatProstheticManufacturers|http://dbpedia.org/class/yago/YagoLegalActor|http://dbpedia.org/class/yago/YagoLegalActorGeo|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity|http://dbpedia.org/ontology/Agent|http://dbpedia.org/ontology/Company|http://dbpedia.org/ontology/Organisation|http://schema.org/Organization|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#SocialPerson|http://www.w3.org/2002/07/owl#Thing|http://www.wikidata.org/entity/Q24229398|http://www.wikidata.org/entity/Q43229|http://www.wikidata.org/entity/Q4830453
uri,http://dbpedia.org/resource/Steris,literal,en,Steris,literal,en,"Steris Corporation is an Irish-domiciled medical equipment company specializing in sterilization and surgical products for the US healthcare system. Steris is operationally headquartered in Mentor, Ohio, but has been legally registered since 2018 in Dublin, Ireland for tax purposes; it was previously registered in the United Kingdom from 2014–2018. Steris is quoted on the NYSE, and is a constituent of the S&P 500 Index.",literal,en,"Steris Corporation is an Irish-domiciled medical equipment company specializing in sterilization and surgical products for the US healthcare system. Steris is operationally headquartered in Mentor, Ohio, but has been legally registered since 2018 in Dublin, Ireland for tax purposes; it was previously registered in the United Kingdom from 2014–2018. Steris is quoted on the NYSE, and is a constituent of the S&P 500 Index.",literal,http://dbpedia.org/resource/Category:Medical_device_manufacturers,literal,http://dbpedia.org/ontology/Agent|http://dbpedia.org/ontology/Company|http://dbpedia.org/ontology/Organisation|http://schema.org/Organization|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#SocialPerson|http://www.w3.org/2002/07/owl#Thing|http://www.wikidata.org/entity/Q24229398|http://www.wikidata.org/entity/Q43229|http://www.wikidata.org/entity/Q4830453
uri,http://dbpedia.org/resource/Grady_straps,literal,en,Grady straps,literal,en,Grady straps are a specific strapping configuration used in full body spinal immobilization.,literal,en,Grady straps are a specific strapping configuration used in full body spinal immobilization.,literal,http://dbpedia.org/resource/Category:Medical_transport_devices,literal,http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Device103183080|http://dbpedia.org/class/yago/Instrumentality103575240|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/WikicatMedicalTransportDevices
uri,http://dbpedia.org/resource/Cyborg_antenna,literal,en,Cyborg antenna,literal,en,"A cyborg antenna is an osseointegrated device implanted in a human skull. The antenna, composed of a wireless camera on one end and a wireless sound vibration implant on the other end, allows wireless communication and wireless transmission of images, sound or video from skull to skull.The antenna uses audible vibrations in the skull to report information. This includes measurements of electromagnetic radiation, phone calls, music, as well as video or images which are transmitted through audible vibrations. The Wi-Fi enabled antenna also allows the reception signals and data from satellites.",literal,en,"A cyborg antenna is an osseointegrated device implanted in a human skull. The antenna, composed of a wireless camera on one end and a wireless sound vibration implant on the other end, allows wireless communication and wireless transmission of images, sound or video from skull to skull.The antenna uses audible vibrations in the skull to report information. This includes measurements of electromagnetic radiation, phone calls, music, as well as video or images which are transmitted through audible vibrations. The Wi-Fi enabled antenna also allows the reception signals and data from satellites.",literal,http://dbpedia.org/resource/Category:Cyborgs,literal,http://dbpedia.org/class/yago/CausalAgent100007347|http://dbpedia.org/class/yago/Cyborg109985978|http://dbpedia.org/class/yago/LivingThing100004258|http://dbpedia.org/class/yago/Machine110278666|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Organism100004475|http://dbpedia.org/class/yago/Person100007846|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/WikicatCyborgs|http://dbpedia.org/class/yago/YagoLegalActor|http://dbpedia.org/class/yago/YagoLegalActorGeo|http://www.w3.org/2002/07/owl#Thing
uri,http://dbpedia.org/resource/Cyborg_anthropology,literal,en,Cyborg anthropology,literal,en,"Cyborg anthropology is a discipline that studies the interaction between humanity and technology from an anthropological perspective. The discipline is relatively new, but offers novel insights on new technological advances and their effect on culture and society.",literal,en,"Cyborg anthropology is a discipline that studies the interaction between humanity and technology from an anthropological perspective. The discipline is relatively new, but offers novel insights on new technological advances and their effect on culture and society.",literal,http://dbpedia.org/resource/Category:Cyborgs,literal,http://dbpedia.org/class/yago/CausalAgent100007347|http://dbpedia.org/class/yago/Cyborg109985978|http://dbpedia.org/class/yago/LivingThing100004258|http://dbpedia.org/class/yago/Machine110278666|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Organism100004475|http://dbpedia.org/class/yago/Person100007846|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/WikicatCyborgs|http://dbpedia.org/class/yago/YagoLegalActor|http://dbpedia.org/class/yago/YagoLegalActorGeo
